,price_level,rating,user_ratings_total,lat,lng,names_clean,contacts,full_address,district,zip_code,opening_hours,food_type,food_type_2,phone,user_ratings_yelp,rating_yelp,price_level_yelp
1717,1.0,4.3,196.0,52.5361592,13.4195325,salsabil 2,"[{'phone': [{'value': '+493044046073'}], 'www': [{'value': 'http://salsabil-berlin.com', 'categories': [{'id': '100-1000-0000'}, {'id': '700-7200-0253'}]}], 'email': [{'value': 'salsabil.2-salim@web.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Salsabil 2, Wörther Straße 16, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,Mon-Sun: 12:00 - 24:00,middle eastern,sandwiches,493044046073.0,,,
1718,2.0,4.4,196.0,52.5050414,13.3002551,salumeria da pino,"[{'phone': [{'value': '+49303241411', 'categories': [{'id': '600-6300-0364'}]}, {'value': '+49303243318', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0006'}, {'id': '100-1100-0000'}, {'id': '600-6300-0066'}]}, {'value': '+4949303243318'}], 'fax': [{'value': '030 3241141', 'categories': [{'id': '600-6300-0364'}]}, {'value': '030 32709591', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0006'}, {'id': '100-1100-0000'}]}], 'www': [{'value': 'http://www.salumeria-pino.de'}], 'email': [{'value': 'email@salumeria-pino.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0006'}, {'id': '100-1100-0000'}]}]}]","Salumeria da Pino, Windscheidstraße 20, 10627 Berlin, Deutschland",Charlottenburg,10627,Mon-Wed: 11:30 - 21:00,european,mediterranean,49303241411.0,,,
1719,,4.5,73.0,52.498026,13.3376532,salumeria gusto,"[{'phone': [{'value': '+493021968344'}], 'www': [{'value': 'http://gustoberlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0006'}]}, {'value': 'http://salumeria-gusto.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}]}]","Salumeria Gusto, Ettaler Straße 12, 10777 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10777,Mon-Fri: 10:00 - 22:00,european,vietnamese,493021968344.0,,,
1720,2.0,4.4,238.0,52.502979,13.437866,salumeria lamuri,"[{'phone': [{'value': '+491757003419'}], 'www': [{'value': 'http://salumerialamuri.de'}, {'value': 'https://www.facebook.com/salumerialamuriberlin', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}]}]","Salumeria Lamuri, Köpenicker Straße 183, 10997 Berlin, Deutschland",Kreuzberg,10997,Mon-Fri: 09:00 - 17:00,european,italian,491757003419.0,,,
1721,2.0,4.8,145.0,52.506516,13.290969,salumeria rosa,"[{'phone': [{'value': '+493083217841'}], 'www': [{'value': 'http://salumeria-rosa.jimdo.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.salumeria-rosa.de', 'categories': [{'id': '100-1000-0000'}, {'id': '600-6300-0066'}]}], 'email': [{'value': 'info@salumeria-rosa.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Salumeria Rosa, Neue Kantstraße 25, 14057 Berlin, Deutschland","['Charlottenburg', 'Westend']",14057,Mon-Fri: 11:30 - 22:00,european,mediterranean,493083217841.0,,,
1722,2.0,4.7,138.0,52.5490268,13.4115503,salumeria sigismondo,"[{'phone': [{'value': '+493081700132'}], 'www': [{'value': 'http://barsigismondo.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.barsigismondo.com'}]}]","Salumeria Sigismondo, Kopenhagener Straße 6, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Fri: 08:00 - 19:00,european,italian,493081700132.0,,,
1723,2.0,4.2,47.0,52.50095400000001,13.297555,salve,"[{'phone': [{'value': '+493031809777'}, {'value': '+4949389649668'}], 'www': [{'value': 'https://www.facebook.com/ristorantesalve67'}]}]","Ristorante Salve, Damaschkestraße 31, 10711 Berlin, Deutschland","['Charlottenburg', 'Halensee', 'Grunewald']",10711,Mon-Sun: 14:00 - 23:00,european,italian,493031809777.0,,,
1724,2.0,4.2,414.0,52.5547222,13.3611111,sam yuk gu,"[{'phone': [{'value': '+4917670787203'}, {'value': '+493054856337'}], 'www': [{'value': 'http://m.facebook.com/SamYukGu'}, {'value': 'http://www.samyukgu.com'}]}]","Sam Yuk Gu, Seestraße 71, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,Tue-Sun: 16:00 - 22:30,asian,korean,4917670787203.0,,,
1725,1.0,4.3,174.0,52.5089749,13.3016393,samakki talad thai,"[{'phone': [{'value': '+493031998174'}], 'www': [{'value': 'https://www.samakkitaladthai-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Samakki Talad Thai, Kaiser-Friedrich-Straße 41, 10627 Berlin, Deutschland",Charlottenburg,10627,Mon-Sun: 09:00 - 21:00,asian,fastfood,493031998174.0,,,
1726,2.0,4.5,1192.0,52.5209789,13.2999525,samowar,"[{'phone': [{'value': '+49303414154'}, {'value': '+4949303414154', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.restaurant-samowar.de'}], 'email': [{'value': 'partyservice@restaurant-samowar.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Samowar, Luisenplatz 3, 10585 Berlin, Deutschland",Charlottenburg,10585,Mon-Sun: 11:00 - 23:00,russian,european,49303414154.0,,,
1727,1.0,4.2,119.0,52.49135339999999,13.3259122,samrat,"[{'phone': [{'value': '+49308616754'}, {'value': '+4949308616754', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 31809142', 'categories': [{'id': '600-6300-0066'}]}], 'www': [{'value': 'http://restaurant-samrat.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.restaurant-samrat-berlin.de'}]}]","Restaurant Samrat, Güntzelstraße 19, 10717 Berlin, Deutschland",Wilmersdorf,10717,Mon-Sun: 12:00 - 24:00,indian,indian,49308616754.0,,,
1728,,4.6,80.0,52.5269769,13.4146945,san,"[{'phone': [{'value': '+493030344140'}], 'www': [{'value': 'http://www.3berlin.com'}, {'value': 'https://app.resmio.com/san/widget'}], 'email': [{'value': 'info@3berlin.com'}]}]","San, Weydingerstraße 22, 10178 Berlin, Deutschland",Mitte,10178,"Mon-Thu: 12:00 - 14:00, 18:30 - 22:00",asian,japanese,493030344140.0,,,
1729,,4.3,227.0,52.5001285,13.3499382,san marco,"[{'phone': [{'value': '+49304457029'}, {'value': '+4949304457029'}], 'www': [{'value': 'http://www.sanmarcoberlin.de'}], 'email': [{'value': 'info@sanmarcoberlin.de'}]}]","San Marco, Schönhauser Allee 102, 10439 Berlin, Deutschland","['Prenzlauer Berg', 'Pankow']",10439,Mon-Sun: 11:00 - 13:00,european,italian,49304457029.0,,,
1730,2.0,3.9,343.0,52.4935242,13.3327532,san marino,"[{'phone': [{'value': '+493023632901'}, {'value': '+49302363291', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}], 'fax': [{'value': '030 23632902', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.sanmarino-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'kontakt@sanmarino-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","San Marino, Prager Platz 1, 10779 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10779,Mon-Sun: 11:00 - 24:00,european,italian,493023632901.0,,,
1731,,4.4,79.0,52.5241079,13.330792,sancho panza,"[{'phone': [{'value': '+4915777163904'}, {'value': '+493039840066'}]}]","Sancho Panza, Alt-Moabit 49, 10555 Berlin, Deutschland","['Moabit', 'Hansaviertel']",10555,Tue-Sun: 12:00 - 23:59,mediterranean,spanish,4915777163904.0,,,
1732,,4.5,65.0,52.5259213,13.3113517,sanderella delights,[{'phone': [{'value': '+493081805121'}]}],"Sanderella Delight's, Kaiserin-Augusta-Allee 38, 10589 Berlin, Deutschland","['Charlottenburg', 'Charlottenburg-Nord']",10589,,mediterranean,middle eastern,493081805121.0,,,
1733,,4.6,210.0,52.5082094,13.4665085,sandunga mezcaleria,"[{'phone': [{'value': '+4915171589095'}, {'value': '+491707174658', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.sandunga-mezcaleria.com'}, {'value': 'https://www.facebook.com/sandungamezcaleria', 'categories': [{'id': '100-1000-0000'}]}]}]","Sandunga Mezcaleria, Boxhagener Straße 50, 10245 Berlin, Deutschland",Friedrichshain,10245,Mon: 18:00 - 22:00,mexican,mexican,4915171589095.0,,,
1734,2.0,4.1,283.0,52.4670218,13.3076821,santa cafe,"[{'phone': [{'value': '+493022697248'}], 'fax': [{'value': '030 22697249', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.santa-cafe.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@santa-cafe.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Santa Cafe, Breitenbachplatz 12, 14195 Berlin, Deutschland","['Wilmersdorf', 'Grunewald', 'Steglitz', 'Lichterfelde', 'Dahlem', 'Schmargendorf']",14195,"Mon-Thu, Sun: 09:00 - 13:00",mexican,american,493022697248.0,,,
1735,1.0,4.1,622.0,52.49832139999999,13.3538806,sao mai,"[{'phone': [{'value': '+49302166698'}, {'value': '+4949302166698'}], 'www': [{'value': 'http://www.saomai-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'email': [{'value': 'info@saomai-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Sao Mai, Nollendorfstraße 8, 10777 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10777,Mon-Sat: 11:30 - 22:30,asian,vietnamese,49302166698.0,,,
1736,2.0,4.8,1041.0,52.5274295,13.3513602,sapori di casa,"[{'phone': [{'value': '+493028424572'}, {'value': '+49493028424572'}], 'www': [{'value': 'http://saporidicasa.de'}]}]","Sapori di Casa, Wilsnacker Straße 61, 10559 Berlin, Deutschland",Moabit,10559,Mon-Sat: 16:00 - 23:00,european,italian,493028424572.0,,,
1737,2.0,4.3,589.0,52.4893732,13.2615731,sarajevo inn grunewald,"[{'phone': [{'value': '+493019449', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493089541181'}], 'www': [{'value': 'http://www.sarajevo-inn-grunewald.com', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@sarajevo-inn-grunewald.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Sarajevo Inn Grunewald, Eichkampstraße 153, 14055 Berlin, Deutschland","['Charlottenburg', 'Grunewald', 'Westend']",14055,Mon-Sun: 12:00 - 23:00,european,european,493019449.0,,,
1738,2.0,4.2,334.0,52.5205938,13.2997983,saray,"[{'phone': [{'value': '+49304559825'}, {'value': '+4949304559825'}], 'www': [{'value': 'http://www.saray.de'}]}]","Saray, Seestraße 45, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,Mon-Sun: 09:00 - 12:00,turkish,european,49304559825.0,,,
1739,,3.6,33.0,52.5643563,13.5060876,saray grill,,"Saray Grill, Prenzlauer Allee, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,,middle eastern,middle eastern,,,,
1740,2.0,4.5,528.0,52.4878537,13.3946807,sarods,"[{'phone': [{'value': '+493069507333'}], 'www': [{'value': 'http://www.sarods.de'}, {'value': 'https://app.resmio.com/sarods-thai-restaurant/widget', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'sarodsberlin@yahoo.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Sarod's, Friesenstraße 22, 10965 Berlin, Deutschland","['Schöneberg', 'Kreuzberg', 'Neukölln', 'Tempelhof']",10965,Tue-Sun: 17:00 - 23:55,asian,thai,493069507333.0,,,
1741,2.0,4.4,859.0,52.5443009,13.4185897,sasaya,"[{'phone': [{'value': '+493044717721'}], 'fax': [{'value': '030 54730643'}], 'www': [{'value': 'http://sasaya-berlin-de.tumblr.com'}, {'value': 'http://sasaya-berlin.de'}]}]","Sasaya, Lychener Straße 50, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,"Mon, Thu, Sat, Sun: 12:00 - 15:00, 18:00 - 23:30",asian,japanese,493044717721.0,,,
1742,1.0,4.0,717.0,52.5089378,13.3219914,satyam,"[{'phone': [{'value': '+493031806111'}], 'fax': [{'value': '030 31503097'}], 'www': [{'value': 'http://www.mysatyam.de'}], 'email': [{'value': 'satyamberlin@web.de'}]}]","Satyam, Goethestraße 5, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Sat: 11:30 - 23:59,indian,asian,493031806111.0,,,
1743,2.0,3.7,575.0,52.5055759,13.4421007,sausalitos,"[{'phone': [{'value': '+493031012255'}], 'fax': [{'value': '030 31015278', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'http://www.sausalitos.de/mein-sausalitos/berlin.html', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}, {'id': '200-2000-0368'}]}, {'value': 'https://www.sausalitos.de/stores/berlin-fasanenstrasse', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'berlin@sausalitos.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Sausalitos, Fasanenstraße 81, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Sun: 17:00 - 23:00,mexican,american,493031012255.0,,,
1744,2.0,4.5,318.0,52.538273,13.4164524,savanna,"[{'phone': [{'value': '+493044318621'}], 'www': [{'value': 'http://www.savanna-berlin.de'}], 'email': [{'value': 'gebreselassie.kassel@freenet.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Savanna, Sredzkistraße 26, 10435 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10435,Mon-Sun: 16:00 - 12:00,african,european,493044318621.0,,,
1745,1.0,4.7,182.0,52.5316353,13.4282677,savanne imbiss,"[{'phone': [{'value': '+491738128741'}], 'www': [{'value': 'http://www.savanneimbiss.de'}]}]","Savanne Imbiss, Greifswalder Straße 26, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,,snacks,african,491738128741.0,,,
1746,2.0,4.5,327.0,52.51124,13.387992,savory chay,"[{'phone': [{'value': '+493020647692'}], 'www': [{'value': 'http://savorychay.de'}], 'email': [{'value': 'info@savorychay.de'}]}]","Savory Chay, Kronenstraße 70, 10117 Berlin, Deutschland",Mitte,10117,Mon-Fri: 11:00 - 21:30,asian,vietnamese,493020647692.0,,,
1747,2.0,4.6,144.0,52.4975945,13.2953305,sayuri,"[{'phone': [{'value': '+493089009630'}], 'www': [{'value': 'http://www.sayuri-berlin.de'}], 'email': [{'value': 'info@sayuri-berlin.de'}]}]","Sayuri, Kurfürstendamm 137, 10711 Berlin, Deutschland","['Charlottenburg', 'Halensee', 'Grunewald']",10711,Mon-Sat: 12:00 - 22:00,asian,japanese,493089009630.0,,,
1748,2.0,4.3,269.0,52.5525604,13.3621609,schafer,"[{'phone': [{'value': '+493036741818'}], 'www': [{'value': 'http://www.schaefer-restaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}, {'id': '600-6300-0244'}]}]}]","Schafer, Groninger Straße 22, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,Mon-Sun: 09:30 - 01:00,mediterranean,middle eastern,493036741818.0,,,
1749,1.0,4.3,118.0,52.5543355,13.3310971,schatulle,[{'phone': [{'value': '+4949304513071'}]}],"Schatulle, Petersallee, 13351 Berlin, Deutschland",Wedding,13351,Tue-Fri: 12:00 - 20:00,european,german,4949304513071.0,,,
1750,2.0,4.6,564.0,52.58655359999999,13.3740406,schaukelpferd,"[{'phone': [{'value': '+49309165998'}, {'value': '+4949309165998'}], 'www': [{'value': 'http://www.restaurant-schaukelpferd.de'}], 'email': [{'value': 'restaurant.schaukelpferd@web.de'}]}]","Schaukelpferd, Schönholzer Weg 13, 13158 Berlin, Deutschland","['Niederschönhausen', 'Rosenthal', 'Wilhelmsruh']",13158,Tue-Thu: 17:00 - 23:59,european,international,49309165998.0,,,
1751,2.0,4.3,1091.0,52.4889464,13.2612032,scheune,"[{'phone': [{'value': '+49308924903'}, {'value': '+4949308924903', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 89095111', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.scheune-restaurant.de'}], 'email': [{'value': 'info@scheune-restaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '600-6300-0066'}]}]}]","Restaurant Scheune, Eichkampstraße 155, 14055 Berlin, Deutschland","['Charlottenburg', 'Grunewald', 'Westend']",14055,Mon-Sun: 11:00 - 24:00,european,german,49308924903.0,,,
1752,2.0,4.3,1234.0,52.5018905,13.3253887,schildkrote,"[{'phone': [{'value': '+49308816770'}, {'value': '+4949308816770'}], 'fax': [{'value': '030 6318161'}], 'www': [{'value': 'http://www.restaurant-schildkroete.de'}], 'email': [{'value': 'info@restaurant-schildkroete.de'}]}]","Schildkröte, Kurfürstendamm 212, 10719 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10719,Mon-Sun: 11:30 - 13:00,european,italian,49308816770.0,,,
1753,2.0,4.1,731.0,52.5686855,13.4114294,schiller burger,"[{'phone': [{'value': '+493068815802'}], 'www': [{'value': 'http://www.schillerburger.com'}, {'value': 'http://www.schillerburger.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@schillerburger.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Schiller Burger, Berliner Allee 95, 13088 Berlin, Deutschland","['Stadtrandsiedlung Malchow', 'Weißensee', 'Heinersdorf']",13088,"Mon-Thu, Sun: 12:00 - 20:00",fastfood,american,493068815802.0,,,
1754,1.0,4.5,212.0,52.5110734,13.3185958,schillerklause,"[{'phone': [{'value': '+49303135996'}, {'value': '+4949303135996'}], 'www': [{'value': 'http://schillerklause.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.facebook.com/pages/category/Gastropub/Schiller-Klause-164298360253622', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.schillerklause.de'}]}]","Schillerklause, Schillerstraße 10, 10625 Berlin, Deutschland",Charlottenburg,10625,Mon-Sun: 16:00 - 23:59,european,german,49303135996.0,,,
1755,2.0,4.3,3916.0,52.5112831,13.3360089,schleusenkrug,"[{'phone': [{'value': '+49303139909'}], 'fax': [{'value': '030 31505945', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'http://www.schleusenkrug.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '200-2000-0011'}]}, {'value': 'http://www.schleusenkrug.de/'}], 'email': [{'value': 'kontakt@schleusenkrug.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Schleusenkrug, Müller-Breslau-Straße 14, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Sun: 11:00 - 24:00,european,german,49303139909.0,,,
1756,2.0,4.4,911.0,52.5213,13.406281,schlogls,"[{'phone': [{'value': '+49302411221'}, {'value': '+493024342920', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949302411221', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0019'}]}], 'fax': [{'value': '030 22605884', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.berliner-essen.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'adschloeg@web.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Schlögl's, Karl-Liebknecht-Straße 9, 10178 Berlin, Deutschland",Mitte,10178,Tue-Sun: 12:00 - 24:00,european,german,49302411221.0,,,
1757,,4.3,3.0,52.456506,13.321126,schlosspark,"[{'phone': [{'value': '+4930790050'}, {'value': '+493079005509'}, {'value': '+494930790050', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.si-hotel.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://www.si-hotel.com/schlosspark_restaurant_berlin_steglitz.aspx', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@steglitz.bestwestern.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Schlosspark, Albrechtstraße 2, 12165 Berlin, Deutschland",Steglitz,12165,"Mon-Thu, Sat: 12:00 - 23:00",european,international,4930790050.0,,,
1758,1.0,4.5,1015.0,52.435131,13.313448,schlossparkgrill,"[{'phone': [{'value': '+49308335653'}], 'www': [{'value': 'http://www.schlosspark-grill.de/'}, {'value': 'https://www.schlosspark-grill.de'}]}]","Schlosspark-Grill, Bäkestraße 9, 12207 Berlin, Deutschland",Lichterfelde,12207,Mon-Sun: 11:30 - 12:00,european,amerikanisch - barbecue,49308335653.0,,,
1759,2.0,4.3,741.0,52.5086167,13.4581712,schneeweiss,"[{'phone': [{'value': '+493029049704'}, {'value': '+49303029049704', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 29049705', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.schneeweiss-berlin.de/de/restaurant', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': 'schneeweiss-berlin.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@schneeweiss-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}]}]}]","Schneeweiß, Simplonstraße 16, 10245 Berlin, Deutschland",Friedrichshain,10245,Mon-Fri: 18:00 - 01:00,european,german,493029049704.0,,,
1760,,4.8,115.0,52.54517999999999,13.42279,schneiderei,[{'phone': [{'value': '+4915758136507'}]}],"Schneiderei, Dunckerstraße 69, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Tue-Thu: 18:00 - 01:00,mediterranean,mediterranean,4915758136507.0,,,
1761,2.0,4.5,2732.0,52.5196085,13.3146047,schnitzelei,"[{'phone': [{'value': '+493034702777'}], 'fax': [{'value': '030 39100111', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.schnitzelei.de'}, {'value': 'http://www.schnitzelei.de/'}], 'email': [{'value': 'schnitzelei@nola.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Schnitzelei, Röntgenstraße 7, 10587 Berlin, Deutschland",Charlottenburg,10587,Mon-Fri: 16:00 - 23:00,european,austrian,493034702777.0,,,
1762,2.0,4.5,2810.0,52.5282455,13.3863576,schnitzelei mitte,"[{'phone': [{'value': '+493032519422'}], 'www': [{'value': 'http://www.schnitzelei.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': 'http://www.schnitzelei.de/mitte', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'mitte@schnitzelei.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Schnitzelei Mitte, Chausseestraße 8, 10115 Berlin, Deutschland",Mitte,10115,Mon-Sun: 16:00 - 24:00,european,german,493032519422.0,,,
1763,2.0,4.3,1137.0,52.5369436,13.434438,schnitzelkonig,"[{'phone': [{'value': '+493042023420'}], 'www': [{'value': 'http://www.schnitzelkoenig-berlin.de'}]}]","Schnitzelkönig, Greifswalder Straße 50, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,Mon-Sun: 12:00 - 12:00,european,german,493042023420.0,,,
1764,2.0,4.1,1488.0,52.5280125,13.433992,schoenbrunn,"[{'phone': [{'value': '+493042028191', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4930453056525'}, {'value': '+493045305652510', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493046793893', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.schoenbrunn.net', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}, {'value': 'http://www.schoenbrunn.net/restaurant_friedrichshain_park.aspx', 'categories': [{'id': '100-1000-0000'}]}]}]","Schoenbrunn, Am Friedrichshain 8, 10407 Berlin, Deutschland",Prenzlauer Berg,10407,Mon-Sun: 10:00 - 12:00,international,amerikanisch - barbecue,493042028191.0,,,
1765,2.0,4.5,130.0,52.5732903,13.412298,schoenholz brasserie,"[{'phone': [{'value': '+491718980367', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': '+493036746515'}], 'www': [{'value': 'http://m.facebook.com/schoenholzbrasserie', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://schoenholz-brasserie.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}]}], 'email': [{'value': 'mail@schoenholz-brasserie.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Schoenholz Brasserie, Wolfshagener Straße 87, 13187 Berlin, Deutschland",Pankow,13187,Tue-Sun: 14:00 - 23:00,american,french,491718980367.0,,,
1766,2.0,4.3,415.0,52.4948932,13.33972,schoneberger weltlaterne,"[{'phone': [{'value': '+493021969861'}], 'fax': [{'value': '030 21969986', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.schoeneberger-weltlaterne.de'}], 'email': [{'value': 'schoeneberger_weltlaterne@yahoo.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Schöneberger Weltlaterne, Motzstraße 61, 10777 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10777,Mon-Sun: 17:00 - 23:59,european,german,493021969861.0,,,
1767,,4.7,74.0,52.5414703,13.4093767,schust,"[{'phone': [{'value': '+491712329418', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493041714053'}], 'www': [{'value': 'https://www.facebook.com/schust.berlin'}]}]","Schust, Eberswalder Straße 34, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Fri: 16:00 - 24:00,european,german,491712329418.0,,,
1768,1.0,4.5,282.0,52.4870696,13.4314679,schwabylon,"[{'phone': [{'value': '+4915905512299'}], 'www': [{'value': 'http://schwabylon-berlin.de'}]}]","Schwabylon, Pannierstraße 9, 12047 Berlin, Deutschland",Neukölln,12047,Tue-Sat: 12:00 - 22:00,european,american,4915905512299.0,,,
1769,2.0,4.5,533.0,52.5010737,13.4238234,schwarze heidi,"[{'phone': [{'value': '+491756743440', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': '+49306115455'}, {'value': '+4949306115455', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'https://app.resmio.com/schwarze-heidi/widget', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.schwarzeheidi.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@schwarzeheidi.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Schwarze Heidi, Mariannenstraße 50, 10997 Berlin, Deutschland",Kreuzberg,10997,Mon-Sun: 18:00 - 23:00,european,swiss,491756743440.0,,,
